Simplified,Traditional,Pinyin,HSK Grade
维持,維持,wéichí,6
维护,維護,wéihù,6
维生素,維生素,wéishēngsù,6
伪造,僞造,wěizào,6
伪,僞,wěi,6
委托,委托,wěituō,6
委员,委員,wěiyuán,6
卫星,衛星,wèixīng,6
未免,未免,wèimiǎn,6
畏惧,畏懼,wèijù,6
畏,畏,wèi/wēi/wěi,6
蔚蓝,蔚藍,wèilán,6
蔚,蔚,wèi/yù,6
慰问,慰問,wèiwèn,6
温带,溫帶,wēndài,6
温和,溫和,wēnhé,6
文凭,文憑,wénpíng,6
文物,文物,wénwù,6
文献,文獻,wénxiàn,6
文雅,文雅,wényǎ,6
雅,雅,yā/yǎ/yá,6
文艺,文藝,wényì,6
问世,問世,wènshì,6
窝,窩,wō,6
乌黑,烏黑,wūhēi,6
乌,烏,wū/yā/wù,6
污蔑,汙蔑,wūmiè,6
诬陷,誣陷,wūxiàn,6
诬,誣,wū,6
无比,無比,wúbǐ,6
无偿,無償,wúcháng,6
无耻,無恥,wúchǐ,6
耻,恥,chǐ,6
无动于衷,無動于衷,wúdòngyúzhōng,6
衷,衷,zhōng/zhòng,6
无非,無非,wúfēi,6
无辜,無辜,wúgū,6
无精打采,無精打采,wújīngdǎcǎi,6
无赖,無賴,wúlài,6
赖,賴,lài,6
无理取闹,無理取鬧,wúlǐqǔnào,6
无能为力,無能爲力,wú néng wéi lì,6
无穷无尽,無窮無盡,wúqióngwújìn,6
无微不至,無微不至,wú wēi bú zhì,6
无忧无虑,無憂無慮,wúyōuwúlǜ,6
无知,無知,wúzhī,6
武器,武器,wǔqì,6
武侠,武俠,wǔxiá,6
侠,俠,xiá,6
武装,武裝,wǔzhuāng,6
侮辱,侮辱,wǔrǔ,6
侮,侮,wǔ,6
辱,辱,rǔ,6
舞蹈,舞蹈,wǔdǎo,6
蹈,蹈,dǎo,6
务必,務必,wùbì,6
物美价廉,物美價廉,wùměijiàlián,6
物业,物業,wùyè,6
物资,物資,wùzī,6
误差,誤差,wùchā,6
误解,誤解,wùjiě,6
夕阳,夕陽,xīyáng,6
昔日,昔日,xīrì,6
昔,昔,xī/cuò,6
牺牲,犧牲,xīshēng,6
牺,犧,xī/suō,6
溪,溪,xī,6
熄灭,熄滅,xīmiè,6
熄,熄,xī,6
膝盖,膝蓋,xīgài,6
膝,膝,xī,6
习俗,習俗,xísú,6
袭击,襲擊,xíjī,6
袭,襲,xí,6
媳妇,媳婦,xífù,6
媳,媳,xí,6
喜闻乐见,喜聞樂見,xǐwénlèjiàn,6
喜悦,喜悅,xǐyuè,6
悦,悅,yuè,6
系列,系列,xìliè,6
细胞,細胞,xìbāo,6
细菌,細菌,xìjūn,6
菌,菌,jūn/jùn,6
细致,細致,xìzhì,6
峡谷,峽谷,xiágǔ,6
峡,峽,xiá,6
狭隘,狹隘,xiá'ài,6
狭,狹,xiá,6
隘,隘,ài/è,6
狭窄,狹窄,xiázhǎi,6
霞,霞,xiá,6
下属,下屬,xiàshǔ,6
先进,先進,xiānjìn,6
先前,先前,xiānqián,6
纤维,纖維,xiānwéi,6
纤,纖,xiān/jiān,6
掀起,掀起,xiānqǐ,6
掀,掀,xiān/hén,6
鲜明,鮮明,xiānmíng,6
闲话,閑話,xiánhuà,6
贤惠,賢惠,xiánhuì,6
贤,賢,xián/xiàn,6
弦,弦,xián,6
衔接,銜接,xiánjiē,6
衔,銜,xián,6
嫌,嫌,xián,6
嫌疑,嫌疑,xiányí,6
显著,顯著,xiǎnzhù,6
现场,現場,xiànchǎng,6
现成,現成,xiànchéng,6
现状,現狀,xiànzhuàng,6
线索,線索,xiànsuǒ,6
宪法,憲法,xiànfǎ,6
宪,憲,xiàn/xiǎn,6
陷害,陷害,xiànhài,6
陷阱,陷阱,xiànjǐng,6
阱,阱,jǐng,6
陷入,陷入,xiànrù,6
馅儿,餡兒,xiànr,6
馅,餡,xiàn/kàn,6
乡镇,鄉鎮,xiāngzhèn,6
镇,鎮,zhèn/zhēn/tián,6
相差,相差,xiāngchà,6
相等,相等,xiāngděng,6
相辅相成,相輔相成,xiāngfǔxiāngchéng,6
相应,相應,xiāngyìng,6
镶嵌,鑲嵌,xiāngqiàn,6
镶,鑲,xiāng/ráng,6
嵌,嵌,qiàn/hǎn/kàn,6
响亮,響亮,xiǎngliàng,6
响应,響應,xiǎngyìng,6
想方设法,想方設法,xiǎng fāng shè fǎ,6
向导,向導,xiàngdǎo,6
向来,向來,xiànglái,6
向往,向往,xiàngwǎng,6
巷,巷,xiàng,6
相声,相聲,xiàngsheng,6
消除,消除,xiāochú,6
消毒,消毒,xiāo dú,6
消防,消防,xiāofáng,6
消耗,消耗,xiāohào,6
消灭,消滅,xiāomiè,6
销毁,銷毀,xiāohuǐ,6
潇洒,潇灑,xiāosǎ,6
潇,潇,xiāo,6
小心翼翼,小心翼翼,xiǎoxīn yìyì,6
翼,翼,yì,6
肖像,肖像,xiàoxiàng,6
效益,效益,xiàoyì,6
协会,協會,xiéhuì,6
协商,協商,xiéshāng,6
协调,協調,xiétiáo,6
协议,協議,xiéyì,6
协助,協助,xiézhù,6
携带,攜帶,xiédài,6
携,攜,xié,6
泄露,泄露,xièlòu,6
泄,泄,xiè/yì,6
泄气,泄氣,xièqì,6
谢绝,謝絕,xièjué,6
心得,心得,xīndé,6
心甘情愿,心甘情願,xīngānqíngyuàn,6
心灵,心靈,xīnlíng,6
心态,心態,xīntài,6
心疼,心疼,xīnténg,6
心血,心血,xīnxuè,6
心眼儿,心眼兒,xīnyǎnr,6
辛勤,辛勤,xīnqín,6
欣慰,欣慰,xīnwèi,6
欣欣向荣,欣欣向榮,xīnxīn xiàng róng,6
新陈代谢,新陳代謝,xīn chén dàixiè,6
新郎,新郎,xīnláng,6
郎,郎,láng,6
新娘,新娘,xīnniáng,6
新颖,新穎,xīnyǐng,6
颖,穎,yǐng,6
薪水,薪水,xīnshuǐ,6
薪,薪,xīn,6
信赖,信賴,xìnlài,6
信念,信念,xìnniàn,6
信仰,信仰,xìnyǎng,6
仰,仰,yǎng/áng,6
信誉,信譽,xìnyù,6
兴隆,興隆,xīnglóng,6
兴旺,興旺,xīngwàng,6
旺,旺,wàng,6
腥,腥,xīng,6
刑事,刑事,xíngshì,6
刑,刑,xíng,6
行政,行政,xíngzhèng,6
形态,形態,xíngtài,6
兴高采烈,興高采烈,xìng gāo cǎi liè,6
兴致勃勃,興致勃勃,xìngzhìbóbó,6
勃,勃,bó,6
性感,性感,xìnggǎn,6
性命,性命,xìngmìng,6
性能,性能,xìngnéng,6
凶恶,凶惡,xiōng'è,6
凶,凶,xiōng,6
凶手,凶手,xiōngshǒu,6
汹涌,洶湧,xiōngyǒng,6
汹,洶,xiōng,6
涌,湧,yǒng,6
胸怀,胸懷,xiōnghuái,6
胸膛,胸膛,xiōngtáng,6
膛,膛,táng/tāng,6
雄厚,雄厚,xiónghòu,6
雄伟,雄偉,xióngwěi,6
修复,修複,xiūfù,6
修建,修建,xiūjiàn,6
修养,修養,xiūyǎng,6
羞耻,羞恥,xiūchǐ,6
绣,繡,xiù,6
嗅觉,嗅覺,xiùjué,6
嗅,嗅,xiù/xù,6
须知,須知,xūzhī,6
虚假,虛假,xūjiǎ,6
虚荣,虛榮,xūróng,6
虚伪,虛僞,xūwěi,6
需求,需求,xūqiú,6
许可,許可,xǔkě,6
序言,序言,xùyán,6
畜牧,畜牧,xùmù,6
牧,牧,mù,6
酗酒,酗酒,xùjiǔ,6
酗,酗,xù,6
宣誓,宣誓,xuān shì,6
宣扬,宣揚,xuānyáng,6
喧哗,喧嘩,xuānhuá,6
喧,喧,xuān/xuǎn,6
哗,嘩,huā/huá,6
悬挂,懸挂,xuánguà,6
悬,懸,xuán,6
悬念,懸念,xuánniàn,6
悬殊,懸殊,xuánshū,6
悬崖峭壁,懸崖峭壁,xuányáqiàobì,6
崖,崖,yá,6
旋律,旋律,xuánlǜ,6
旋转,旋轉,xuánzhuǎn,6
选拔,選拔,xuǎnbá,6
选举,選舉,xuǎnjǔ,6
选手,選手,xuǎnshǒu,6
炫耀,炫耀,xuànyào,6
炫,炫,xuàn,6
耀,耀,yào,6
削弱,削弱,xuēruò,6
学说,學說,xuéshuō,6
学位,學位,xuéwèi,6
雪上加霜,雪上加霜,xuěshàngjiāshuāng,6
霜,霜,shuāng,6
血压,血壓,xuèyā,6
熏陶,熏陶,xūntáo,6
熏,熏,xūn/xùn,6
寻觅,尋覓,xúnmì,6
觅,覓,mì,6
巡逻,巡邏,xúnluó,6
巡,巡,xún/yán/shùn,6
循环,循環,xúnhuán,6
循,循,xún,6
循序渐进,循序漸進,xún xù jiàn jìn,6
压迫,壓迫,yāpò,6
压岁钱,壓歲錢,yāsuìqián,6
压缩,壓縮,yāsuō,6
压抑,壓抑,yāyì,6
抑,抑,yì,6
压榨,壓榨,yāzhà,6
榨,榨,zhà,6
压制,壓制,yāzhì,6
鸦雀无声,鴉雀無聲,yāquèwúshēng,6
鸦,鴉,yā/yǎ,6
雀,雀,què/qiāo/qiǎo,6
亚军,亞軍,yàjūn,6
烟花爆竹,煙花爆竹,yānhuābàozhú,6
淹没,淹沒,yānmò,6
淹,淹,yān/yǎn,6
延期,延期,yán qī,6
延伸,延伸,yánshēn,6
延续,延續,yánxù,6
严寒,嚴寒,yánhán,6
严禁,嚴禁,yánjìn,6
严峻,嚴峻,yánjùn,6
峻,峻,jùn,6
严厉,嚴厲,yánlì,6
严密,嚴密,yánmì,6
言论,言論,yánlùn,6
岩石,岩石,yánshí,6
岩,岩,yán,6
炎热,炎熱,yánrè,6
沿海,沿海,yánhǎi,6
沿,沿,yán/yàn/yǎn,6
掩盖,掩蓋,yǎngài,6
掩,掩,yǎn/yàn,6
掩护,掩護,yǎnhù,6
掩饰,掩飾,yǎnshì,6
眼光,眼光,yǎnguāng,6
眼色,眼色,yǎnsè,6
眼神,眼神,yǎnshén,6
演变,演變,yǎnbiàn,6
演习,演習,yǎnxí,6
演绎,演繹,yǎnyì,6
演奏,演奏,yǎnzòu,6
厌恶,厭惡,yànwù,6
验收,驗收,yànshōu,6
验证,驗證,yànzhèng,6
氧气,氧氣,yǎngqì,6
样品,樣品,yàngpǐn,6
谣言,謠言,yáoyán,6
谣,謠,yáo,6
摇摆,搖擺,yáobǎi,6
摇滚,搖滾,yáogǔn,6
遥控,遙控,yáokòng,6
遥,遙,yáo,6
遥远,遙遠,yáoyuǎn,6
要点,要點,yàodiǎn,6
要命,要命,yàomìng,6
要素,要素,yàosù,6
耀眼,耀眼,yàoyǎn,6
野蛮,野蠻,yěmán,6
蛮,蠻,mán,6
野心,野心,yěxīn,6
液体,液體,yètǐ,6
液,液,yè/shì,6
一度,一度,yídù,6
一帆风顺,一帆風順,yìfānfēngshùn,6
帆,帆,fān/fàn,6
一贯,一貫,yíguàn,6
一举两得,一舉兩得,yìjǔliǎngdé,6
一流,一流,yīliú,6
一目了然,一目了然,yímùliǎorán,6
一如既往,一如既往,yìrújìwǎng,6
一丝不苟,一絲不苟,yìsībùgǒu,6
苟,苟,gǒu/gōu,6
一向,一向,yíxiàng,6
衣裳,衣裳,yīshang,6
裳,裳,shang/cháng,6
依旧,依舊,yījiù,6
依据,依據,yījù,6
依靠,依靠,yīkào,6
依赖,依賴,yīlài,6
依托,依托,yītuō,6
仪器,儀器,yíqì,6
仪,儀,yí,6
仪式,儀式,yíshì,6
遗产,遺産,yíchǎn,6
遗传,遺傳,yíchuán,6
遗留,遺留,yíliú,6
遗失,遺失,yíshī,6
疑惑,疑惑,yíhuò,6
以便,以便,yǐbiàn,6
以免,以免,yǐmiǎn,6
以往,以往,yǐwǎng,6
以至,以至,yǐzhì,6
以致,以致,yǐzhì,6
亦,亦,yì,6
异常,異常,yìcháng,6
意料,意料,yìliào,6
意识,意識,yìshi,6
意图,意圖,yìtú,6
意味着,意味著,yìwèizhe,6
意向,意向,yìxiàng,6
意志,意志,yìzhì,6
毅力,毅力,yìlì,6
毅,毅,yì,6
毅然,毅然,yìrán,6
阴谋,陰謀,yīnmóu,6
音响,音響,yīnxiǎng,6
引导,引導,yǐndǎo,6
引擎,引擎,yǐnqíng,6
擎,擎,qíng,6
引用,引用,yǐnyòng,6
饮食,飲食,yǐnshí,6
隐蔽,隱蔽,yǐnbì,6
隐,隱,yǐn/yìn,6
蔽,蔽,bì/biē/piē,6
隐患,隱患,yǐnhuàn,6
隐瞒,隱瞞,yǐnmán,6
瞒,瞞,mán/mén/mèn,6
隐私,隱私,yǐnsī,6
隐约,隱約,yǐnyuē,6
英明,英明,yīngmíng,6
英勇,英勇,yīngyǒng,6
婴儿,嬰兒,yīng'ér,6
婴,嬰,yīng/yìng,6
迎面,迎面,yíng miàn,6
盈利,盈利,yínglì,6
应酬,應酬,yìngchou,6
应邀,應邀,yìngyāo,6
拥护,擁護,yōnghù,6
拥有,擁有,yōngyǒu,6
庸俗,庸俗,yōngsú,6
永恒,永恒,yǒnghéng,6
恒,恒,héng,6
勇于,勇于,yǒngyú,6
涌现,湧現,yǒngxiàn,6
踊跃,踴躍,yǒngyuè,6
踊,踴,yǒng,6
用户,用戶,yònghù,6
优胜劣汰,優勝劣汰,yōushèngliètài,6
优先,優先,yōuxiān,6
优异,優異,yōuyì,6
优越,優越,yōuyuè,6
忧郁,憂郁,yōuyù,6
郁,郁,yù,6
犹如,猶如,yóurú,6
油腻,油膩,yóunì,6
腻,膩,nì,6
油漆,油漆,yóuqī,6
漆,漆,qī/qiè,6
有条不紊,有條不紊,yǒutiáobùwěn,6
紊,紊,wěn/wèn,6
幼稚,幼稚,yòuzhì,6
稚,稚,zhì,6
诱惑,誘惑,yòuhuò,6
诱,誘,yòu,6
渔民,漁民,yúmín,6
渔,漁,yú,6
愚蠢,愚蠢,yúchǔn,6
愚,愚,yú,6
蠢,蠢,chǔn,6
愚昧,愚昧,yúmèi,6
舆论,輿論,yúlùn,6
舆,輿,yú/yù,6
与日俱增,與日俱增,yǔrìjùzēng,6
宇宙,宇宙,yǔzhòu,6
宇,宇,yǔ,6
宙,宙,zhòu,6
羽绒服,羽絨服,yǔróngfú,6
绒,絨,róng,6
预料,預料,yùliào,6
预期,預期,yùqī,6
预算,預算,yùsuàn,6
预先,預先,yùxiān,6
预言,預言,yùyán,6
预兆,預兆,yùzhào,6
兆,兆,zhào,6
欲望,欲望,yùwàng,6
欲,欲,yù,6
寓言,寓言,yùyán,6
愈,愈,yù,6
冤枉,冤枉,yuānwang,6
冤,冤,yuān,6
枉,枉,wang/wǎng/kuáng,6
元首,元首,yuánshǒu,6
元素,元素,yuánsù,6
元宵节,元宵節,yuánxiāo jié,6
宵,宵,xiāo,6
园林,園林,yuánlín,6
原告,原告,yuángào,6
原理,原理,yuánlǐ,6
原始,原始,yuánshǐ,6
原先,原先,yuánxiān,6
圆满,圓滿,yuánmǎn,6
缘故,緣故,yuángù,6
源泉,源泉,yuánquán,6
约束,約束,yuēshù,6
乐谱,樂譜,yuèpǔ,6
谱,譜,pǔ,6
岳母,嶽母,yuèmǔ,6
岳,嶽,yuè,6
孕育,孕育,yùnyù,6
运算,運算,yùnsuàn,6
运行,運行,yùnxíng,6
酝酿,醞釀,yùnniàng,6
酝,醞,yùn,6
酿,釀,niàng/niáng,6
蕴藏,蘊藏,yùncáng,6
蕴,蘊,yùn,6
熨,熨,yùn,6
杂技,雜技,zájì,6
杂交,雜交,zájiāo,6
砸,砸,zá,6
咋,咋,zǎ,6
灾难,災難,zāinàn,6
栽培,栽培,zāipéi,6
栽,栽,zāi/zài,6
宰,宰,zǎi,6
再接再厉,再接再厲,zàijiēzàilì,6
在意,在意,zài yì,6
攒,攢,zǎn,6
暂且,暫且,zànqiě,6
赞叹,贊歎,zàntàn,6
赞助,贊助,zànzhù,6
遭受,遭受,zāoshòu,6
遭,遭,zāo,6
遭殃,遭殃,zāo yāng,6
殃,殃,yāng,6
遭遇,遭遇,zāoyù,6
糟蹋,糟蹋,zāotà,6
蹋,蹋,tà,6
造型,造型,zàoxíng,6
噪音,噪音,zàoyīn,6
噪,噪,zào,6
责怪,責怪,zéguài,6
贼,賊,zéi,6
增添,增添,zēngtiān,6
赠送,贈送,zèngsòng,6
赠,贈,zèng,6
扎,紮,zhā,6
扎实,紮實,zhāshi,6
渣,渣,zhā,6
眨,眨,zhǎ,6
诈骗,詐騙,zhàpiàn,6
诈,詐,zhà,6
摘要,摘要,zhāiyào,6
债券,債券,zhàiquàn,6
债,債,zhài,6
券,券,quàn/xuàn,6
沾光,沾光,zhān guāng,6
沾,沾,zhān/tiān/diàn/chān,6
瞻仰,瞻仰,zhānyǎng,6
瞻,瞻,zhān,6
斩钉截铁,斬釘截鐵,zhǎn dīng jié tiě,6
斩,斬,zhǎn/zhàn,6
钉,釘,dīng/dìng/líng,6
展示,展示,zhǎnshì,6
展望,展望,zhǎnwàng,6
展现,展現,zhǎnxiàn,6
崭新,嶄新,zhǎnxīn,6
崭,嶄,zhǎn/chán,6
占据,占據,zhànjù,6
占领,占領,zhànlǐng,6
战斗,戰鬥,zhàndòu,6
战略,戰略,zhànlüè,6
战术,戰術,zhànshù,6
战役,戰役,zhànyì,6
役,役,yì,6
章程,章程,zhāngchéng,6
帐篷,帳篷,zhàngpeng,6
帐,帳,zhàng,6
篷,篷,peng/péng,6
障碍,障礙,zhàng'ài,6
招标,招標,zhāobiāo,6
招收,招收,zhāoshōu,6
朝气蓬勃,朝氣蓬勃,zhāo qì péng bó,6
蓬,蓬,péng/pèng,6
着迷,著迷,zháomí,6
沼泽,沼澤,zhǎozé,6
沼,沼,zhǎo,6
泽,澤,zé/shì/yì/duó,6
照样,照樣,zhàoyàng,6
照耀,照耀,zhàoyào,6
折腾,折騰,zhēteng,6
遮挡,遮擋,zhēdǎng,6
遮,遮,zhē,6
折磨,折磨,zhémo,6
侦探,偵探,zhēntàn,6
侦,偵,zhēn/zhēng,6
珍贵,珍貴,zhēnguì,6
珍稀,珍稀,zhēnxī,6
稀,稀,xī,6
珍珠,珍珠,zhēnzhū,6
珠,珠,zhū,6
真理,真理,zhēnlǐ,6
真相,真相,zhēnxiàng,6
真挚,真摯,zhēnzhì,6
斟酌,斟酌,zhēnzhuó,6
斟,斟,zhēn,6
酌,酌,zhuó,6
枕头,枕頭,zhěntou,6
枕,枕,zhěn/chén,6
阵地,陣地,zhèndì,6
阵容,陣容,zhènróng,6
振奋,振奮,zhènfèn,6
振兴,振興,zhènxīng,6
震撼,震撼,zhènhàn,6
撼,撼,hàn,6
震惊,震驚,zhènjīng,6
镇定,鎮定,zhèndìng,6
镇静,鎮靜,zhènjìng,6
正月,正月,zhēngyuè,6
争端,爭端,zhēngduān,6
争夺,爭奪,zhēngduó,6
争气,爭氣,zhēng qì,6
争先恐后,爭先恐後,zhēng xiān kǒng hòu,6
争议,爭議,zhēngyì,6
征服,征服,zhēngfú,6
征收,征收,zhēngshōu,6
挣扎,掙紮,zhēngzhá,6
蒸发,蒸發,zhēngfā,6
蒸,蒸,zhēng,6
整顿,整頓,zhěngdùn,6
正当,正當,zhèng dāng,6
正负,正負,zhèngfù,6
正规,正規,zhèngguī,6
正经,正經,zhèngjing,6
正气,正氣,zhèngqì,6
正义,正義,zhèngyì,6
正宗,正宗,zhèngzōng,6
宗,宗,zōng/zong,6
证实,證實,zhèngshí,6
证书,證書,zhèngshū,6
郑重,鄭重,zhèngzhòng,6
郑,鄭,zhèng,6
政策,政策,zhèngcè,6
政权,政權,zhèngquán,6
症状,症狀,zhèngzhuàng,6
之际,之際,zhījì,6
支撑,支撐,zhīchēng,6
撑,撐,chēng/cheng,6
支出,支出,zhīchū,6
支流,支流,zhīliú,6
支配,支配,zhīpèi,6
支援,支援,zhīyuán,6
援,援,yuán/huàn,6
支柱,支柱,zhīzhù,6
柱,柱,zhù/zhǔ,6
枝,枝,zhī,6
知觉,知覺,zhījué,6
知足常乐,知足常樂,zhīzúchánglè,6
脂肪,脂肪,zhīfáng,6
脂,脂,zhī/zhǐ,6
肪,肪,fáng,6
执行,執行,zhíxíng,6
执着,執著,zhízhuó,6
直播,直播,zhíbō,6
直径,直徑,zhíjìng,6
侄子,侄子,zhízi,6
侄,侄,zhí,6
值班,值班,zhí bān,6
职能,職能,zhínéng,6
职位,職位,zhíwèi,6
职务,職務,zhíwù,6
殖民地,殖民地,zhímíndì,6
指标,指標,zhǐbiāo,6
指定,指定,zhǐdìng,6
指甲,指甲,zhǐjia,6
指令,指令,zhǐlìng,6
指南针,指南針,zhǐnánzhēn,6
指示,指示,zhǐshì,6
指望,指望,zhǐwàng,6
指责,指責,zhǐzé,6
志气,志氣,zhìqì,6
制裁,制裁,zhìcái,6
制服,制服,zhìfú,6
制约,制約,zhìyuē,6
制止,制止,zhìzhǐ,6
治安,治安,zhì'ān,6
治理,治理,zhìlǐ,6
致辞,致辭,zhìcí,6
致力,致力,zhìlì,6
致使,致使,zhìshǐ,6
智力,智力,zhìlì,6
智能,智能,zhìnéng,6
智商,智商,zhìshāng,6
滞留,滯留,zhìliú,6
中断,中斷,zhōngduàn,6
中立,中立,zhōnglì,6
中央,中央,zhōngyāng,6
央,央,yāng/yīng,6
忠诚,忠誠,zhōngchéng,6
忠,忠,zhōng,6
忠实,忠實,zhōngshí,6
终点,終點,zhōngdiǎn,6
终究,終究,zhōngjiū,6
终身,終身,zhōngshēn,6
终止,終止,zhōngzhǐ,6
衷心,衷心,zhōngxīn,6
肿瘤,腫瘤,zhǒngliú,6
肿,腫,zhǒng,6
瘤,瘤,liú,6
种子,種子,zhǒngzi,6
种族,種族,zhǒngzú,6
众所周知,衆所周知,zhòng suǒ zhōu zhī,6
种植,種植,zhòngzhí,6
重心,重心,zhòngxīn,6
舟,舟,zhōu,6
州,州,zhōu,6
周边,周邊,zhōubiān,6
周密,周密,zhōumì,6
周年,周年,zhōunián,6
周期,周期,zhōuqī,6
周折,周折,zhōuzhé,6
周转,周轉,zhōuzhuǎn,6
粥,粥,zhōu,6
昼夜,晝夜,zhòuyè,6
昼,晝,zhòu,6
皱纹,皺紋,zhòuwén,6
皱,皺,zhòu/zhōu,6
纹,紋,wén/wèn,6
株,株,zhū,6
诸位,諸位,zhūwèi,6
诸,諸,zhū/chú,6
逐年,逐年,zhúnián,6
主办,主辦,zhǔbàn,6
主导,主導,zhǔdǎo,6
主管,主管,zhǔguǎn,6
主流,主流,zhǔliú,6
主权,主權,zhǔquán,6
主义,主義,zhǔyì,6
拄,拄,zhǔ,6
嘱咐,囑咐,zhǔfù,6
助理,助理,zhùlǐ,6
助手,助手,zhùshǒu,6
住宅,住宅,zhùzhái,6
宅,宅,zhái/chè/dù,6
注射,注射,zhùshè,6
注视,注視,zhùshì,6
注释,注釋,zhùshì,6
注重,注重,zhùzhòng,6
驻扎,駐紮,zhùzhā,6
驻,駐,zhù,6
著作,著作,zhùzuò,6
铸造,鑄造,zhùzào,6
铸,鑄,zhù,6
拽,拽,zhuài,6
专长,專長,zhuāncháng,6
专程,專程,zhuānchéng,6
专利,專利,zhuānlì,6
专题,專題,zhuāntí,6
砖,磚,zhuān,6
转达,轉達,zhuǎndá,6
转让,轉讓,zhuǎnràng,6
转移,轉移,zhuǎnyí,6
转折,轉折,zhuǎnzhé,6
传记,傳記,zhuànjì,6
庄稼,莊稼,zhuāngjia,6
庄,莊,zhuāng,6
稼,稼,jia/jià,6
庄严,莊嚴,zhuāngyán,6
庄重,莊重,zhuāngzhòng,6
装备,裝備,zhuāngbèi,6
装卸,裝卸,zhuāngxiè,6
卸,卸,xiè,6
壮观,壯觀,zhuàngguān,6
壮丽,壯麗,zhuànglì,6
壮烈,壯烈,zhuàngliè,6
幢,幢,zhuàng,6
追悼,追悼,zhuīdào,6
悼,悼,dào,6
追究,追究,zhuījiū,6
坠,墜,zhuì,6
准则,准則,zhǔnzé,6
卓越,卓越,zhuóyuè,6
卓,卓,zhuō,6
着手,著手,zhuóshǒu,6
着想,著想,zhuóxiǎng,6
着重,著重,zhuózhòng,6
琢磨,琢磨,zuómo,6
琢,琢,zuó/zhuó,6
姿态,姿態,zītài,6
资本,資本,zīběn,6
资产,資産,zīchǎn,6
资深,資深,zīshēn,6
资助,資助,zīzhù,6
滋润,滋潤,zīrùn,6
滋,滋,zī/cí/xuán,6
滋味,滋味,zīwèi,6
子弹,子彈,zǐdàn,6
自卑,自卑,zìbēi,6
自发,自發,zìfā,6
自力更生,自力更生,zì lì gēng shēng,6
自满,自滿,zìmǎn,6
自主,自主,zìzhǔ,6
宗教,宗教,zōngjiào,6
宗旨,宗旨,zōngzhǐ,6
旨,旨,zhǐ,6
棕色,棕色,zōngsè,6
棕,棕,zōng,6
踪迹,蹤迹,zōngjì,6
总而言之,總而言之,zǒngéryánzhī,6
总和,總和,zǒnghé,6
纵横,縱橫,zònghéng,6
走廊,走廊,zǒuláng,6
廊,廊,láng,6
走漏,走漏,zǒulòu,6
走私,走私,zǒu sī,6
揍,揍,zòu,6
租赁,租賃,zūlìn,6
赁,賃,lìn,6
足以,足以,zúyǐ,6
阻碍,阻礙,zǔ'ài,6
阻拦,阻攔,zǔlán,6
阻挠,阻撓,zǔnáo,6
挠,撓,náo/xiāo/rào,6
祖父,祖父,zǔfù,6
祖,祖,zǔ/jiē,6
祖国,祖國,zǔguó,6
祖先,祖先,zǔxiān,6
钻研,鑽研,zuānyán,6
钻,鑽,zuān/zuàn,6
钻石,鑽石,zuànshí,6
嘴唇,嘴唇,zuǐchún,6
唇,唇,chún/zhēn/zhèn,6
罪犯,罪犯,zuìfàn,6
尊严,尊嚴,zūnyán,6
遵循,遵循,zūnxún,6
作弊,作弊,zuòbì,6
作废,作廢,zuòfèi,6
作风,作風,zuòfēng,6
作息,作息,zuòxī,6
座右铭,座右銘,zuòyòumíng,6
铭,銘,míng,6
做主,做主,zuòzhǔ,6
